,Start Year,ISO,Disaster Subgroup,share
0,1960,CHL,Geophysical,20.32249930160569
1,1961,CHL,Geophysical,0.0
2,1962,CHL,Geophysical,0.0
3,1963,CHL,Geophysical,0.0
4,1964,CHL,Geophysical,0.0
5,1965,CHL,Geophysical,3.6137033322927246
6,1966,CHL,Geophysical,0.010092804926257113
7,1967,CHL,Geophysical,0.0
8,1968,CHL,Geophysical,0.0
9,1969,CHL,Geophysical,0.0
10,1970,CHL,Geophysical,0.0
11,1971,CHL,Geophysical,3.845891227416725
12,1972,CHL,Geophysical,0.0
13,1973,CHL,Geophysical,0.0
14,1974,CHL,Geophysical,0.0
15,1975,CHL,Geophysical,0.0
16,1976,CHL,Geophysical,0.0
17,1977,CHL,Geophysical,0.0
18,1978,CHL,Geophysical,0.0
19,1979,CHL,Geophysical,0.0
20,1980,CHL,Geophysical,0.0
21,1981,CHL,Geophysical,0.0
22,1982,CHL,Geophysical,0.0
23,1983,CHL,Geophysical,0.006060429638075142
24,1984,CHL,Geophysical,0.0
25,1985,CHL,Geophysical,7.774635470056221
26,1986,CHL,Geophysical,0.0
27,1987,CHL,Geophysical,0.004374410970025258
28,1988,CHL,Geophysical,0.0
29,1989,CHL,Geophysical,0.0
30,1990,CHL,Geophysical,0.0
31,1991,CHL,Geophysical,0.041641295164286905
32,1992,CHL,Geophysical,0.0
33,1993,CHL,Geophysical,0.0
34,1994,CHL,Geophysical,0.0
35,1995,CHL,Geophysical,0.0030379507891452576
36,1996,CHL,Geophysical,0.0
37,1997,CHL,Geophysical,0.07270863102172602
38,1998,CHL,Geophysical,0.0
39,1999,CHL,Geophysical,0.0
40,2000,CHL,Geophysical,0.0
41,2001,CHL,Geophysical,0.0
42,2002,CHL,Geophysical,0.0
43,2003,CHL,Geophysical,0.0
44,2004,CHL,Geophysical,0.0
45,2005,CHL,Geophysical,0.00453498748456772
46,2006,CHL,Geophysical,0.0
47,2007,CHL,Geophysical,0.07659382023436366
48,2008,CHL,Geophysical,0.0
49,2009,CHL,Geophysical,0.0
50,2010,CHL,Geophysical,20.1125621041034
51,2011,CHL,Geophysical,0.0
52,2012,CHL,Geophysical,0.05646609476664844
53,2013,CHL,Geophysical,0.0
54,2014,CHL,Geophysical,0.052075462858222635
55,2015,CHL,Geophysical,0.712850672739813
56,2016,CHL,Geophysical,0.0
57,2017,CHL,Geophysical,0.0
58,2018,CHL,Geophysical,0.0
59,2019,CHL,Geophysical,0.0
60,2020,CHL,Geophysical,0.0
61,2021,CHL,Geophysical,0.0
62,2022,CHL,Geophysical,0.0
63,1960,CHL,Meteorological,0.0
64,1961,CHL,Meteorological,0.0
65,1962,CHL,Meteorological,0.0
66,1963,CHL,Meteorological,0.0
67,1964,CHL,Meteorological,0.0
68,1965,CHL,Meteorological,0.0
69,1966,CHL,Meteorological,0.0
70,1967,CHL,Meteorological,0.0
71,1968,CHL,Meteorological,0.0
72,1969,CHL,Meteorological,0.0
73,1970,CHL,Meteorological,0.0
74,1971,CHL,Meteorological,0.04067183463081375
75,1972,CHL,Meteorological,0.0
76,1973,CHL,Meteorological,0.0
77,1974,CHL,Meteorological,0.0
78,1975,CHL,Meteorological,0.0
79,1976,CHL,Meteorological,0.0
80,1977,CHL,Meteorological,0.07689508263853675
81,1978,CHL,Meteorological,0.0
82,1979,CHL,Meteorological,0.0
83,1980,CHL,Meteorological,0.0
84,1981,CHL,Meteorological,0.0
85,1982,CHL,Meteorological,0.0
86,1983,CHL,Meteorological,0.0
87,1984,CHL,Meteorological,0.0
88,1985,CHL,Meteorological,0.0
89,1986,CHL,Meteorological,0.0
90,1987,CHL,Meteorological,0.0
91,1988,CHL,Meteorological,0.0
92,1989,CHL,Meteorological,0.0
93,1990,CHL,Meteorological,0.0
94,1991,CHL,Meteorological,0.0
95,1992,CHL,Meteorological,0.0
96,1993,CHL,Meteorological,0.0
97,1994,CHL,Meteorological,0.0
98,1995,CHL,Meteorological,0.01830108058517399
99,1996,CHL,Meteorological,0.0
100,1997,CHL,Meteorological,0.0
101,1998,CHL,Meteorological,0.0
102,1999,CHL,Meteorological,0.0
103,2000,CHL,Meteorological,0.012946716615005809
104,2001,CHL,Meteorological,0.0
105,2002,CHL,Meteorological,0.0
106,2003,CHL,Meteorological,0.0
107,2004,CHL,Meteorological,0.0
108,2005,CHL,Meteorological,0.0
109,2006,CHL,Meteorological,0.0
110,2007,CHL,Meteorological,0.0
111,2008,CHL,Meteorological,0.0
112,2009,CHL,Meteorological,0.0
113,2010,CHL,Meteorological,0.0
114,2011,CHL,Meteorological,0.0
115,2012,CHL,Meteorological,0.0
116,2013,CHL,Meteorological,0.5386878525276554
117,2014,CHL,Meteorological,0.0
118,2015,CHL,Meteorological,0.0
119,2016,CHL,Meteorological,0.0
120,2017,CHL,Meteorological,0.0
121,2018,CHL,Meteorological,0.0
122,2019,CHL,Meteorological,0.0
123,2020,CHL,Meteorological,0.0
124,2021,CHL,Meteorological,0.06868787611430396
125,2022,CHL,Meteorological,0.0
126,1960,CHL,Hydrological,0.0
127,1961,CHL,Hydrological,0.0
128,1962,CHL,Hydrological,0.0
129,1963,CHL,Hydrological,0.0
130,1964,CHL,Hydrological,0.0
131,1965,CHL,Hydrological,0.2890970135880396
132,1966,CHL,Hydrological,0.0
133,1967,CHL,Hydrological,0.0
134,1968,CHL,Hydrological,0.0
135,1969,CHL,Hydrological,0.0
136,1970,CHL,Hydrological,0.0
137,1971,CHL,Hydrological,0.0
138,1972,CHL,Hydrological,0.0
139,1973,CHL,Hydrological,0.0
140,1974,CHL,Hydrological,0.13881398021089786
141,1975,CHL,Hydrological,0.0
142,1976,CHL,Hydrological,0.0
143,1977,CHL,Hydrological,0.0
144,1978,CHL,Hydrological,0.0
145,1979,CHL,Hydrological,0.0
146,1980,CHL,Hydrological,0.0
147,1981,CHL,Hydrological,0.0
148,1982,CHL,Hydrological,0.0
149,1983,CHL,Hydrological,0.0
150,1984,CHL,Hydrological,0.0
151,1985,CHL,Hydrological,0.0
152,1986,CHL,Hydrological,0.08302364660181685
153,1987,CHL,Hydrological,0.7741569662538682
154,1988,CHL,Hydrological,0.0
155,1989,CHL,Hydrological,0.0
156,1990,CHL,Hydrological,0.0
157,1991,CHL,Hydrological,0.01665625968892598
158,1992,CHL,Hydrological,0.0
159,1993,CHL,Hydrological,0.07509834879780614
160,1994,CHL,Hydrological,0.0
161,1995,CHL,Hydrological,0.0
162,1996,CHL,Hydrological,0.0
163,1997,CHL,Hydrological,0.27629263171798857
164,1998,CHL,Hydrological,0.0
165,1999,CHL,Hydrological,0.0
166,2000,CHL,Hydrological,0.03884014984501743
167,2001,CHL,Hydrological,0.010863378853145894
168,2002,CHL,Hydrological,0.23284968536069484
169,2003,CHL,Hydrological,0.0
170,2004,CHL,Hydrological,0.0
171,2005,CHL,Hydrological,0.0
172,2006,CHL,Hydrological,0.0
173,2007,CHL,Hydrological,0.0
174,2008,CHL,Hydrological,0.01634567409466132
175,2009,CHL,Hydrological,0.0
176,2010,CHL,Hydrological,0.0
177,2011,CHL,Hydrological,0.0
178,2012,CHL,Hydrological,0.0017502513644660376
179,2013,CHL,Hydrological,0.0
180,2014,CHL,Hydrological,0.0
181,2015,CHL,Hydrological,0.7637684895690501
182,2016,CHL,Hydrological,0.04941727724437798
183,2017,CHL,Hydrological,0.0009548265010676109
184,2018,CHL,Hydrological,0.0
185,2019,CHL,Hydrological,0.0
186,2020,CHL,Hydrological,0.0
187,2021,CHL,Hydrological,0.0
188,2022,CHL,Hydrological,0.0
189,1960,CHL,Climatological,0.0
190,1961,CHL,Climatological,0.0
191,1962,CHL,Climatological,0.0
192,1963,CHL,Climatological,0.0
193,1964,CHL,Climatological,0.0
194,1965,CHL,Climatological,0.0
195,1966,CHL,Climatological,0.0
196,1967,CHL,Climatological,0.0
197,1968,CHL,Climatological,1.2063129970896986
198,1969,CHL,Climatological,0.0
199,1970,CHL,Climatological,0.0
200,1971,CHL,Climatological,0.0
201,1972,CHL,Climatological,0.0
202,1973,CHL,Climatological,0.0
203,1974,CHL,Climatological,0.0
204,1975,CHL,Climatological,0.0
205,1976,CHL,Climatological,0.0
206,1977,CHL,Climatological,0.0
207,1978,CHL,Climatological,0.0
208,1979,CHL,Climatological,0.0
209,1980,CHL,Climatological,0.0
210,1981,CHL,Climatological,0.0
211,1982,CHL,Climatological,0.0
212,1983,CHL,Climatological,0.0
213,1984,CHL,Climatological,0.0
214,1985,CHL,Climatological,0.0
215,1986,CHL,Climatological,0.0
216,1987,CHL,Climatological,0.0
217,1988,CHL,Climatological,0.0
218,1989,CHL,Climatological,0.0
219,1990,CHL,Climatological,0.0
220,1991,CHL,Climatological,0.5552116706934017
221,1992,CHL,Climatological,0.2908550697944062
222,1993,CHL,Climatological,0.0
223,1994,CHL,Climatological,0.0
224,1995,CHL,Climatological,0.0
225,1996,CHL,Climatological,0.0
226,1997,CHL,Climatological,0.0
227,1998,CHL,Climatological,0.0
228,1999,CHL,Climatological,0.3933820780902737
229,2000,CHL,Climatological,0.0
230,2001,CHL,Climatological,0.0
231,2002,CHL,Climatological,0.09313973102742697
232,2003,CHL,Climatological,0.0
233,2004,CHL,Climatological,0.0
234,2005,CHL,Climatological,0.0
235,2006,CHL,Climatological,0.0
236,2007,CHL,Climatological,0.0
237,2008,CHL,Climatological,0.0
238,2009,CHL,Climatological,0.0
239,2010,CHL,Climatological,0.0
240,2011,CHL,Climatological,0.12236462556139889
241,2012,CHL,Climatological,0.1129326325227589
242,2013,CHL,Climatological,0.0
243,2014,CHL,Climatological,0.017705598396663635
244,2015,CHL,Climatological,0.0
245,2016,CHL,Climatological,0.0
246,2017,CHL,Climatological,0.2625612940498565
247,2018,CHL,Climatological,0.0
248,2019,CHL,Climatological,0.0
249,2020,CHL,Climatological,0.0
250,2021,CHL,Climatological,0.0
251,2022,CHL,Climatological,0.0
0,1960,AIA,Geophysical,0.0
1,1961,AIA,Geophysical,0.0
2,1962,AIA,Geophysical,0.0
3,1963,AIA,Geophysical,0.0
4,1964,AIA,Geophysical,0.0
5,1965,AIA,Geophysical,0.0
6,1966,AIA,Geophysical,0.0
7,1967,AIA,Geophysical,0.0
8,1968,AIA,Geophysical,0.0
9,1969,AIA,Geophysical,0.0
10,1970,AIA,Geophysical,0.0
11,1971,AIA,Geophysical,0.0
12,1972,AIA,Geophysical,0.0
13,1973,AIA,Geophysical,0.0
14,1974,AIA,Geophysical,0.0
15,1975,AIA,Geophysical,0.0
16,1976,AIA,Geophysical,0.0
17,1977,AIA,Geophysical,0.0
18,1978,AIA,Geophysical,0.0
19,1979,AIA,Geophysical,0.0
20,1980,AIA,Geophysical,0.0
21,1981,AIA,Geophysical,0.0
22,1982,AIA,Geophysical,0.0
23,1983,AIA,Geophysical,0.0
24,1984,AIA,Geophysical,0.0
25,1985,AIA,Geophysical,0.0
26,1986,AIA,Geophysical,0.0
27,1987,AIA,Geophysical,0.0
28,1988,AIA,Geophysical,0.0
29,1989,AIA,Geophysical,0.0
30,1990,AIA,Geophysical,0.0
31,1991,AIA,Geophysical,0.0
32,1992,AIA,Geophysical,0.0
33,1993,AIA,Geophysical,0.0
34,1994,AIA,Geophysical,0.0
35,1995,AIA,Geophysical,0.0
36,1996,AIA,Geophysical,0.0
37,1997,AIA,Geophysical,0.0
38,1998,AIA,Geophysical,0.0
39,1999,AIA,Geophysical,0.0
40,2000,AIA,Geophysical,0.0
41,2001,AIA,Geophysical,0.0
42,2002,AIA,Geophysical,0.0
43,2003,AIA,Geophysical,0.0
44,2004,AIA,Geophysical,0.0
45,2005,AIA,Geophysical,0.0
46,2006,AIA,Geophysical,0.0
47,2007,AIA,Geophysical,0.0
48,2008,AIA,Geophysical,0.0
49,2009,AIA,Geophysical,0.0
50,2010,AIA,Geophysical,0.0
51,2011,AIA,Geophysical,0.0
52,2012,AIA,Geophysical,0.0
53,2013,AIA,Geophysical,0.0
54,2014,AIA,Geophysical,0.0
55,2015,AIA,Geophysical,0.0
56,2016,AIA,Geophysical,0.0
57,2017,AIA,Geophysical,0.0
58,2018,AIA,Geophysical,0.0
59,2019,AIA,Geophysical,0.0
60,2020,AIA,Geophysical,0.0
61,2021,AIA,Geophysical,0.0
62,2022,AIA,Geophysical,0.0
63,1960,AIA,Meteorological,0.0
64,1961,AIA,Meteorological,0.0
65,1962,AIA,Meteorological,0.0
66,1963,AIA,Meteorological,0.0
67,1964,AIA,Meteorological,0.0
68,1965,AIA,Meteorological,0.0
69,1966,AIA,Meteorological,0.0
70,1967,AIA,Meteorological,0.0
71,1968,AIA,Meteorological,0.0
72,1969,AIA,Meteorological,0.0
73,1970,AIA,Meteorological,0.0
74,1971,AIA,Meteorological,0.0
75,1972,AIA,Meteorological,0.0
76,1973,AIA,Meteorological,0.0
77,1974,AIA,Meteorological,0.0
78,1975,AIA,Meteorological,0.0
79,1976,AIA,Meteorological,0.0
80,1977,AIA,Meteorological,0.0
81,1978,AIA,Meteorological,0.0
82,1979,AIA,Meteorological,0.0
83,1980,AIA,Meteorological,0.0
84,1981,AIA,Meteorological,0.0
85,1982,AIA,Meteorological,0.0
86,1983,AIA,Meteorological,0.0
87,1984,AIA,Meteorological,0.0
88,1985,AIA,Meteorological,0.0
89,1986,AIA,Meteorological,0.0
90,1987,AIA,Meteorological,0.0
91,1988,AIA,Meteorological,0.0
92,1989,AIA,Meteorological,0.0
93,1990,AIA,Meteorological,0.0
94,1991,AIA,Meteorological,0.0
95,1992,AIA,Meteorological,0.0
96,1993,AIA,Meteorological,0.0
97,1994,AIA,Meteorological,0.0
98,1995,AIA,Meteorological,0.0
99,1996,AIA,Meteorological,0.0
100,1997,AIA,Meteorological,0.0
101,1998,AIA,Meteorological,0.0
102,1999,AIA,Meteorological,0.0
103,2000,AIA,Meteorological,0.0
104,2001,AIA,Meteorological,0.0
105,2002,AIA,Meteorological,0.0
106,2003,AIA,Meteorological,0.0
107,2004,AIA,Meteorological,0.0
108,2005,AIA,Meteorological,0.0
109,2006,AIA,Meteorological,0.0
110,2007,AIA,Meteorological,0.0
111,2008,AIA,Meteorological,0.0
112,2009,AIA,Meteorological,0.0
113,2010,AIA,Meteorological,0.0
114,2011,AIA,Meteorological,0.0
115,2012,AIA,Meteorological,0.0
116,2013,AIA,Meteorological,0.0
117,2014,AIA,Meteorological,0.0
118,2015,AIA,Meteorological,0.0
119,2016,AIA,Meteorological,0.0
120,2017,AIA,Meteorological,0.0
121,2018,AIA,Meteorological,0.0
122,2019,AIA,Meteorological,0.0
123,2020,AIA,Meteorological,0.0
124,2021,AIA,Meteorological,0.0
125,2022,AIA,Meteorological,0.0
126,1960,AIA,Hydrological,0.0
127,1961,AIA,Hydrological,0.0
128,1962,AIA,Hydrological,0.0
129,1963,AIA,Hydrological,0.0
130,1964,AIA,Hydrological,0.0
131,1965,AIA,Hydrological,0.0
132,1966,AIA,Hydrological,0.0
133,1967,AIA,Hydrological,0.0
134,1968,AIA,Hydrological,0.0
135,1969,AIA,Hydrological,0.0
136,1970,AIA,Hydrological,0.0
137,1971,AIA,Hydrological,0.0
138,1972,AIA,Hydrological,0.0
139,1973,AIA,Hydrological,0.0
140,1974,AIA,Hydrological,0.0
141,1975,AIA,Hydrological,0.0
142,1976,AIA,Hydrological,0.0
143,1977,AIA,Hydrological,0.0
144,1978,AIA,Hydrological,0.0
145,1979,AIA,Hydrological,0.0
146,1980,AIA,Hydrological,0.0
147,1981,AIA,Hydrological,0.0
148,1982,AIA,Hydrological,0.0
149,1983,AIA,Hydrological,0.0
150,1984,AIA,Hydrological,0.0
151,1985,AIA,Hydrological,0.0
152,1986,AIA,Hydrological,0.0
153,1987,AIA,Hydrological,0.0
154,1988,AIA,Hydrological,0.0
155,1989,AIA,Hydrological,0.0
156,1990,AIA,Hydrological,0.0
157,1991,AIA,Hydrological,0.0
158,1992,AIA,Hydrological,0.0
159,1993,AIA,Hydrological,0.0
160,1994,AIA,Hydrological,0.0
161,1995,AIA,Hydrological,0.0
162,1996,AIA,Hydrological,0.0
163,1997,AIA,Hydrological,0.0
164,1998,AIA,Hydrological,0.0
165,1999,AIA,Hydrological,0.0
166,2000,AIA,Hydrological,0.0
167,2001,AIA,Hydrological,0.0
168,2002,AIA,Hydrological,0.0
169,2003,AIA,Hydrological,0.0
170,2004,AIA,Hydrological,0.0
171,2005,AIA,Hydrological,0.0
172,2006,AIA,Hydrological,0.0
173,2007,AIA,Hydrological,0.0
174,2008,AIA,Hydrological,0.0
175,2009,AIA,Hydrological,0.0
176,2010,AIA,Hydrological,0.0
177,2011,AIA,Hydrological,0.0
178,2012,AIA,Hydrological,0.0
179,2013,AIA,Hydrological,0.0
180,2014,AIA,Hydrological,0.0
181,2015,AIA,Hydrological,0.0
182,2016,AIA,Hydrological,0.0
183,2017,AIA,Hydrological,0.0
184,2018,AIA,Hydrological,0.0
185,2019,AIA,Hydrological,0.0
186,2020,AIA,Hydrological,0.0
187,2021,AIA,Hydrological,0.0
188,2022,AIA,Hydrological,0.0
189,1960,AIA,Climatological,0.0
190,1961,AIA,Climatological,0.0
191,1962,AIA,Climatological,0.0
192,1963,AIA,Climatological,0.0
193,1964,AIA,Climatological,0.0
194,1965,AIA,Climatological,0.0
195,1966,AIA,Climatological,0.0
196,1967,AIA,Climatological,0.0
197,1968,AIA,Climatological,0.0
198,1969,AIA,Climatological,0.0
199,1970,AIA,Climatological,0.0
200,1971,AIA,Climatological,0.0
201,1972,AIA,Climatological,0.0
202,1973,AIA,Climatological,0.0
203,1974,AIA,Climatological,0.0
204,1975,AIA,Climatological,0.0
205,1976,AIA,Climatological,0.0
206,1977,AIA,Climatological,0.0
207,1978,AIA,Climatological,0.0
208,1979,AIA,Climatological,0.0
209,1980,AIA,Climatological,0.0
210,1981,AIA,Climatological,0.0
211,1982,AIA,Climatological,0.0
212,1983,AIA,Climatological,0.0
213,1984,AIA,Climatological,0.0
214,1985,AIA,Climatological,0.0
215,1986,AIA,Climatological,0.0
216,1987,AIA,Climatological,0.0
217,1988,AIA,Climatological,0.0
218,1989,AIA,Climatological,0.0
219,1990,AIA,Climatological,0.0
220,1991,AIA,Climatological,0.0
221,1992,AIA,Climatological,0.0
222,1993,AIA,Climatological,0.0
223,1994,AIA,Climatological,0.0
224,1995,AIA,Climatological,0.0
225,1996,AIA,Climatological,0.0
226,1997,AIA,Climatological,0.0
227,1998,AIA,Climatological,0.0
228,1999,AIA,Climatological,0.0
229,2000,AIA,Climatological,0.0
230,2001,AIA,Climatological,0.0
231,2002,AIA,Climatological,0.0
232,2003,AIA,Climatological,0.0
233,2004,AIA,Climatological,0.0
234,2005,AIA,Climatological,0.0
235,2006,AIA,Climatological,0.0
236,2007,AIA,Climatological,0.0
237,2008,AIA,Climatological,0.0
238,2009,AIA,Climatological,0.0
239,2010,AIA,Climatological,0.0
240,2011,AIA,Climatological,0.0
241,2012,AIA,Climatological,0.0
242,2013,AIA,Climatological,0.0
243,2014,AIA,Climatological,0.0
244,2015,AIA,Climatological,0.0
245,2016,AIA,Climatological,0.0
246,2017,AIA,Climatological,0.0
247,2018,AIA,Climatological,0.0
248,2019,AIA,Climatological,0.0
249,2020,AIA,Climatological,0.0
250,2021,AIA,Climatological,0.0
251,2022,AIA,Climatological,0.0
0,1960,ANT,Geophysical,0.0
1,1961,ANT,Geophysical,0.0
2,1962,ANT,Geophysical,0.0
3,1963,ANT,Geophysical,0.0
4,1964,ANT,Geophysical,0.0
5,1965,ANT,Geophysical,0.0
6,1966,ANT,Geophysical,0.0
7,1967,ANT,Geophysical,0.0
8,1968,ANT,Geophysical,0.0
9,1969,ANT,Geophysical,0.0
10,1970,ANT,Geophysical,0.0
11,1971,ANT,Geophysical,0.0
12,1972,ANT,Geophysical,0.0
13,1973,ANT,Geophysical,0.0
14,1974,ANT,Geophysical,0.0
15,1975,ANT,Geophysical,0.0
16,1976,ANT,Geophysical,0.0
17,1977,ANT,Geophysical,0.0
18,1978,ANT,Geophysical,0.0
19,1979,ANT,Geophysical,0.0
20,1980,ANT,Geophysical,0.0
21,1981,ANT,Geophysical,0.0
22,1982,ANT,Geophysical,0.0
23,1983,ANT,Geophysical,0.0
24,1984,ANT,Geophysical,0.0
25,1985,ANT,Geophysical,0.0
26,1986,ANT,Geophysical,0.0
27,1987,ANT,Geophysical,0.0
28,1988,ANT,Geophysical,0.0
29,1989,ANT,Geophysical,0.0
30,1990,ANT,Geophysical,0.0
31,1991,ANT,Geophysical,0.0
32,1992,ANT,Geophysical,0.0
33,1993,ANT,Geophysical,0.0
34,1994,ANT,Geophysical,0.0
35,1995,ANT,Geophysical,0.0
36,1996,ANT,Geophysical,0.0
37,1997,ANT,Geophysical,0.0
38,1998,ANT,Geophysical,0.0
39,1999,ANT,Geophysical,0.0
40,2000,ANT,Geophysical,0.0
41,2001,ANT,Geophysical,0.0
42,2002,ANT,Geophysical,0.0
43,2003,ANT,Geophysical,0.0
44,2004,ANT,Geophysical,0.0
45,2005,ANT,Geophysical,0.0
46,2006,ANT,Geophysical,0.0
47,2007,ANT,Geophysical,0.0
48,2008,ANT,Geophysical,0.0
49,2009,ANT,Geophysical,0.0
50,2010,ANT,Geophysical,0.0
51,2011,ANT,Geophysical,0.0
52,2012,ANT,Geophysical,0.0
53,2013,ANT,Geophysical,0.0
54,2014,ANT,Geophysical,0.0
55,2015,ANT,Geophysical,0.0
56,2016,ANT,Geophysical,0.0
57,2017,ANT,Geophysical,0.0
58,2018,ANT,Geophysical,0.0
59,2019,ANT,Geophysical,0.0
60,2020,ANT,Geophysical,0.0
61,2021,ANT,Geophysical,0.0
62,2022,ANT,Geophysical,0.0
63,1960,ANT,Meteorological,0.0
64,1961,ANT,Meteorological,0.0
65,1962,ANT,Meteorological,0.0
66,1963,ANT,Meteorological,0.0
67,1964,ANT,Meteorological,0.0
68,1965,ANT,Meteorological,0.0
69,1966,ANT,Meteorological,0.0
70,1967,ANT,Meteorological,0.0
71,1968,ANT,Meteorological,0.0
72,1969,ANT,Meteorological,0.0
73,1970,ANT,Meteorological,0.0
74,1971,ANT,Meteorological,0.0
75,1972,ANT,Meteorological,0.0
76,1973,ANT,Meteorological,0.0
77,1974,ANT,Meteorological,0.0
78,1975,ANT,Meteorological,0.0
79,1976,ANT,Meteorological,0.0
80,1977,ANT,Meteorological,0.0
81,1978,ANT,Meteorological,0.0
82,1979,ANT,Meteorological,0.0
83,1980,ANT,Meteorological,0.0
84,1981,ANT,Meteorological,0.0
85,1982,ANT,Meteorological,0.0
86,1983,ANT,Meteorological,0.0
87,1984,ANT,Meteorological,0.0
88,1985,ANT,Meteorological,0.0
89,1986,ANT,Meteorological,0.0
90,1987,ANT,Meteorological,0.0
91,1988,ANT,Meteorological,0.0
92,1989,ANT,Meteorological,0.0
93,1990,ANT,Meteorological,0.0
94,1991,ANT,Meteorological,0.0
95,1992,ANT,Meteorological,0.0
96,1993,ANT,Meteorological,0.0
97,1994,ANT,Meteorological,0.0
98,1995,ANT,Meteorological,0.0
99,1996,ANT,Meteorological,0.0
100,1997,ANT,Meteorological,0.0
101,1998,ANT,Meteorological,0.0
102,1999,ANT,Meteorological,0.0
103,2000,ANT,Meteorological,0.0
104,2001,ANT,Meteorological,0.0
105,2002,ANT,Meteorological,0.0
106,2003,ANT,Meteorological,0.0
107,2004,ANT,Meteorological,0.0
108,2005,ANT,Meteorological,0.0
109,2006,ANT,Meteorological,0.0
110,2007,ANT,Meteorological,0.0
111,2008,ANT,Meteorological,0.0
112,2009,ANT,Meteorological,0.0
113,2010,ANT,Meteorological,0.0
114,2011,ANT,Meteorological,0.0
115,2012,ANT,Meteorological,0.0
116,2013,ANT,Meteorological,0.0
117,2014,ANT,Meteorological,0.0
118,2015,ANT,Meteorological,0.0
119,2016,ANT,Meteorological,0.0
120,2017,ANT,Meteorological,0.0
121,2018,ANT,Meteorological,0.0
122,2019,ANT,Meteorological,0.0
123,2020,ANT,Meteorological,0.0
124,2021,ANT,Meteorological,0.0
125,2022,ANT,Meteorological,0.0
126,1960,ANT,Hydrological,0.0
127,1961,ANT,Hydrological,0.0
128,1962,ANT,Hydrological,0.0
129,1963,ANT,Hydrological,0.0
130,1964,ANT,Hydrological,0.0
131,1965,ANT,Hydrological,0.0
132,1966,ANT,Hydrological,0.0
133,1967,ANT,Hydrological,0.0
134,1968,ANT,Hydrological,0.0
135,1969,ANT,Hydrological,0.0
136,1970,ANT,Hydrological,0.0
137,1971,ANT,Hydrological,0.0
138,1972,ANT,Hydrological,0.0
139,1973,ANT,Hydrological,0.0
140,1974,ANT,Hydrological,0.0
141,1975,ANT,Hydrological,0.0
142,1976,ANT,Hydrological,0.0
143,1977,ANT,Hydrological,0.0
144,1978,ANT,Hydrological,0.0
145,1979,ANT,Hydrological,0.0
146,1980,ANT,Hydrological,0.0
147,1981,ANT,Hydrological,0.0
148,1982,ANT,Hydrological,0.0
149,1983,ANT,Hydrological,0.0
150,1984,ANT,Hydrological,0.0
151,1985,ANT,Hydrological,0.0
152,1986,ANT,Hydrological,0.0
153,1987,ANT,Hydrological,0.0
154,1988,ANT,Hydrological,0.0
155,1989,ANT,Hydrological,0.0
156,1990,ANT,Hydrological,0.0
157,1991,ANT,Hydrological,0.0
158,1992,ANT,Hydrological,0.0
159,1993,ANT,Hydrological,0.0
160,1994,ANT,Hydrological,0.0
161,1995,ANT,Hydrological,0.0
162,1996,ANT,Hydrological,0.0
163,1997,ANT,Hydrological,0.0
164,1998,ANT,Hydrological,0.0
165,1999,ANT,Hydrological,0.0
166,2000,ANT,Hydrological,0.0
167,2001,ANT,Hydrological,0.0
168,2002,ANT,Hydrological,0.0
169,2003,ANT,Hydrological,0.0
170,2004,ANT,Hydrological,0.0
171,2005,ANT,Hydrological,0.0
172,2006,ANT,Hydrological,0.0
173,2007,ANT,Hydrological,0.0
174,2008,ANT,Hydrological,0.0
175,2009,ANT,Hydrological,0.0
176,2010,ANT,Hydrological,0.0
177,2011,ANT,Hydrological,0.0
178,2012,ANT,Hydrological,0.0
179,2013,ANT,Hydrological,0.0
180,2014,ANT,Hydrological,0.0
181,2015,ANT,Hydrological,0.0
182,2016,ANT,Hydrological,0.0
183,2017,ANT,Hydrological,0.0
184,2018,ANT,Hydrological,0.0
185,2019,ANT,Hydrological,0.0
186,2020,ANT,Hydrological,0.0
187,2021,ANT,Hydrological,0.0
188,2022,ANT,Hydrological,0.0
189,1960,ANT,Climatological,0.0
190,1961,ANT,Climatological,0.0
191,1962,ANT,Climatological,0.0
192,1963,ANT,Climatological,0.0
193,1964,ANT,Climatological,0.0
194,1965,ANT,Climatological,0.0
195,1966,ANT,Climatological,0.0
196,1967,ANT,Climatological,0.0
197,1968,ANT,Climatological,0.0
198,1969,ANT,Climatological,0.0
199,1970,ANT,Climatological,0.0
200,1971,ANT,Climatological,0.0
201,1972,ANT,Climatological,0.0
202,1973,ANT,Climatological,0.0
203,1974,ANT,Climatological,0.0
204,1975,ANT,Climatological,0.0
205,1976,ANT,Climatological,0.0
206,1977,ANT,Climatological,0.0
207,1978,ANT,Climatological,0.0
208,1979,ANT,Climatological,0.0
209,1980,ANT,Climatological,0.0
210,1981,ANT,Climatological,0.0
211,1982,ANT,Climatological,0.0
212,1983,ANT,Climatological,0.0
213,1984,ANT,Climatological,0.0
214,1985,ANT,Climatological,0.0
215,1986,ANT,Climatological,0.0
216,1987,ANT,Climatological,0.0
217,1988,ANT,Climatological,0.0
218,1989,ANT,Climatological,0.0
219,1990,ANT,Climatological,0.0
220,1991,ANT,Climatological,0.0
221,1992,ANT,Climatological,0.0
222,1993,ANT,Climatological,0.0
223,1994,ANT,Climatological,0.0
224,1995,ANT,Climatological,0.0
225,1996,ANT,Climatological,0.0
226,1997,ANT,Climatological,0.0
227,1998,ANT,Climatological,0.0
