,Start Year,ISO,Disaster Subgroup,share
203,1974,MAR,Climatological,0.0
204,1975,MAR,Climatological,0.0
205,1976,MAR,Climatological,0.0
206,1977,MAR,Climatological,0.0
207,1978,MAR,Climatological,0.0
208,1979,MAR,Climatological,0.0
209,1980,MAR,Climatological,0.0
210,1981,MAR,Climatological,0.0
211,1982,MAR,Climatological,0.0
212,1983,MAR,Climatological,0.0
213,1984,MAR,Climatological,0.0
214,1985,MAR,Climatological,0.0
215,1986,MAR,Climatological,0.0
216,1987,MAR,Climatological,0.0
217,1988,MAR,Climatological,0.0
218,1989,MAR,Climatological,0.0
219,1990,MAR,Climatological,0.0
220,1991,MAR,Climatological,0.0
221,1992,MAR,Climatological,0.0
222,1993,MAR,Climatological,0.0
223,1994,MAR,Climatological,0.0
224,1995,MAR,Climatological,0.0
225,1996,MAR,Climatological,0.0
226,1997,MAR,Climatological,0.0
227,1998,MAR,Climatological,0.0
228,1999,MAR,Climatological,3.3297072658416456
229,2000,MAR,Climatological,0.0
230,2001,MAR,Climatological,0.0
231,2002,MAR,Climatological,0.0
232,2003,MAR,Climatological,0.0
233,2004,MAR,Climatological,0.0
234,2005,MAR,Climatological,0.0
235,2006,MAR,Climatological,0.0
236,2007,MAR,Climatological,0.0
237,2008,MAR,Climatological,0.0
238,2009,MAR,Climatological,0.0
239,2010,MAR,Climatological,0.0
240,2011,MAR,Climatological,0.0
241,2012,MAR,Climatological,0.0
242,2013,MAR,Climatological,0.0
243,2014,MAR,Climatological,0.0
244,2015,MAR,Climatological,0.0
245,2016,MAR,Climatological,0.0
246,2017,MAR,Climatological,0.0
247,2018,MAR,Climatological,0.0
248,2019,MAR,Climatological,0.0
249,2020,MAR,Climatological,0.0
250,2021,MAR,Climatological,0.0
251,2022,MAR,Climatological,0.0
0,1960,PER,Geophysical,0.0
1,1961,PER,Geophysical,0.0
2,1962,PER,Geophysical,5.953460967948474
3,1963,PER,Geophysical,0.0
4,1964,PER,Geophysical,0.0
5,1965,PER,Geophysical,0.0
6,1966,PER,Geophysical,0.32745149789028216
7,1967,PER,Geophysical,0.0
8,1968,PER,Geophysical,0.001957689794353357
9,1969,PER,Geophysical,0.08970156363861492
10,1970,PER,Geophysical,8.724194551899371
11,1971,PER,Geophysical,0.0
12,1972,PER,Geophysical,0.281362272856005
13,1973,PER,Geophysical,0.0
14,1974,PER,Geophysical,0.10262712973060377
15,1975,PER,Geophysical,0.0
16,1976,PER,Geophysical,0.0
17,1977,PER,Geophysical,0.0
18,1978,PER,Geophysical,0.0
19,1979,PER,Geophysical,0.0
20,1980,PER,Geophysical,0.005386186712853387
21,1981,PER,Geophysical,0.0
22,1982,PER,Geophysical,0.021838237383749976
23,1983,PER,Geophysical,0.0023614862847557675
24,1984,PER,Geophysical,0.0
25,1985,PER,Geophysical,0.0
26,1986,PER,Geophysical,0.08160604425898688
27,1987,PER,Geophysical,0.0
28,1988,PER,Geophysical,0.0
29,1989,PER,Geophysical,0.0
30,1990,PER,Geophysical,0.0037588301368179653
31,1991,PER,Geophysical,0.0
32,1992,PER,Geophysical,0.0
33,1993,PER,Geophysical,0.0
34,1994,PER,Geophysical,0.0
35,1995,PER,Geophysical,0.0
36,1996,PER,Geophysical,0.0
37,1997,PER,Geophysical,0.0
38,1998,PER,Geophysical,0.0
39,1999,PER,Geophysical,0.002270989571613348
40,2000,PER,Geophysical,0.0
41,2001,PER,Geophysical,0.5637690581081208
42,2002,PER,Geophysical,0.0
43,2003,PER,Geophysical,0.0
44,2004,PER,Geophysical,0.0
45,2005,PER,Geophysical,6.959067508760043e-05
46,2006,PER,Geophysical,0.0
47,2007,PER,Geophysical,0.6734107635782056
48,2008,PER,Geophysical,0.0
49,2009,PER,Geophysical,0.0
50,2010,PER,Geophysical,0.0
51,2011,PER,Geophysical,0.0
52,2012,PER,Geophysical,0.0
53,2013,PER,Geophysical,0.0
54,2014,PER,Geophysical,0.0
55,2015,PER,Geophysical,0.0
56,2016,PER,Geophysical,0.0
57,2017,PER,Geophysical,0.0
58,2018,PER,Geophysical,0.0
59,2019,PER,Geophysical,0.0
60,2020,PER,Geophysical,0.0
61,2021,PER,Geophysical,0.0
62,2022,PER,Geophysical,0.0
63,1960,PER,Meteorological,0.0
64,1961,PER,Meteorological,0.0
65,1962,PER,Meteorological,0.0
66,1963,PER,Meteorological,0.0
67,1964,PER,Meteorological,0.0
68,1965,PER,Meteorological,0.0
69,1966,PER,Meteorological,0.0
70,1967,PER,Meteorological,0.0
71,1968,PER,Meteorological,0.0
72,1969,PER,Meteorological,0.0
73,1970,PER,Meteorological,0.0
74,1971,PER,Meteorological,0.0
75,1972,PER,Meteorological,0.0
76,1973,PER,Meteorological,0.0
77,1974,PER,Meteorological,0.0
78,1975,PER,Meteorological,0.0
79,1976,PER,Meteorological,0.0
80,1977,PER,Meteorological,0.0
81,1978,PER,Meteorological,0.0
82,1979,PER,Meteorological,0.0
83,1980,PER,Meteorological,0.0
84,1981,PER,Meteorological,0.0
85,1982,PER,Meteorological,0.0
86,1983,PER,Meteorological,0.0
87,1984,PER,Meteorological,0.0
88,1985,PER,Meteorological,0.0
89,1986,PER,Meteorological,0.0
90,1987,PER,Meteorological,0.0
91,1988,PER,Meteorological,0.0
92,1989,PER,Meteorological,0.0
93,1990,PER,Meteorological,0.0
94,1991,PER,Meteorological,0.0
95,1992,PER,Meteorological,0.0
96,1993,PER,Meteorological,0.0
97,1994,PER,Meteorological,0.0
98,1995,PER,Meteorological,0.0
99,1996,PER,Meteorological,0.0
100,1997,PER,Meteorological,0.025985519633090426
101,1998,PER,Meteorological,0.0
102,1999,PER,Meteorological,0.0
103,2000,PER,Meteorological,0.0
104,2001,PER,Meteorological,0.0
105,2002,PER,Meteorological,0.0
106,2003,PER,Meteorological,0.0
107,2004,PER,Meteorological,0.0
108,2005,PER,Meteorological,0.0
109,2006,PER,Meteorological,0.0
110,2007,PER,Meteorological,0.0
111,2008,PER,Meteorological,0.0
112,2009,PER,Meteorological,0.0
113,2010,PER,Meteorological,0.0
114,2011,PER,Meteorological,0.0
115,2012,PER,Meteorological,0.0
116,2013,PER,Meteorological,0.0
117,2014,PER,Meteorological,0.0
118,2015,PER,Meteorological,0.061150030839686516
119,2016,PER,Meteorological,0.0
120,2017,PER,Meteorological,0.0
121,2018,PER,Meteorological,0.0
122,2019,PER,Meteorological,0.0
123,2020,PER,Meteorological,0.0
124,2021,PER,Meteorological,0.0
125,2022,PER,Meteorological,0.0
126,1960,PER,Hydrological,0.0
127,1961,PER,Hydrological,0.0
128,1962,PER,Hydrological,0.0
129,1963,PER,Hydrological,0.0
130,1964,PER,Hydrological,0.0
131,1965,PER,Hydrological,0.0
132,1966,PER,Hydrological,0.0
133,1967,PER,Hydrological,0.30679708356798163
134,1968,PER,Hydrological,0.0
135,1969,PER,Hydrological,0.0
136,1970,PER,Hydrological,0.08527509461737545
137,1971,PER,Hydrological,0.009021243351009709
138,1972,PER,Hydrological,0.0
139,1973,PER,Hydrological,0.0
140,1974,PER,Hydrological,0.22270114817568715
141,1975,PER,Hydrological,0.0
142,1976,PER,Hydrological,0.0
143,1977,PER,Hydrological,0.007863993015825414
144,1978,PER,Hydrological,0.015009083767063487
145,1979,PER,Hydrological,0.0
146,1980,PER,Hydrological,0.0
147,1981,PER,Hydrological,0.02775181206961603
148,1982,PER,Hydrological,0.0
149,1983,PER,Hydrological,4.670555290214713
150,1984,PER,Hydrological,0.013112250636770862
151,1985,PER,Hydrological,0.0
152,1986,PER,Hydrological,0.0044512387777629215
153,1987,PER,Hydrological,0.0
154,1988,PER,Hydrological,0.0
155,1989,PER,Hydrological,0.0
156,1990,PER,Hydrological,0.0
157,1991,PER,Hydrological,0.0
158,1992,PER,Hydrological,0.0
159,1993,PER,Hydrological,0.0
160,1994,PER,Hydrological,0.1378552017520775
161,1995,PER,Hydrological,0.0
162,1996,PER,Hydrological,0.0
163,1997,PER,Hydrological,0.0
164,1998,PER,Hydrological,0.0
165,1999,PER,Hydrological,0.0
166,2000,PER,Hydrological,0.0
167,2001,PER,Hydrological,0.0
168,2002,PER,Hydrological,0.0
169,2003,PER,Hydrological,0.0
170,2004,PER,Hydrological,0.0
171,2005,PER,Hydrological,0.0
172,2006,PER,Hydrological,0.0
173,2007,PER,Hydrological,0.0
174,2008,PER,Hydrological,0.0
175,2009,PER,Hydrological,0.0
176,2010,PER,Hydrological,0.0
177,2011,PER,Hydrological,0.0
178,2012,PER,Hydrological,0.0
179,2013,PER,Hydrological,0.0
180,2014,PER,Hydrological,0.0
181,2015,PER,Hydrological,0.0
182,2016,PER,Hydrological,0.0012361327262809046
183,2017,PER,Hydrological,1.8887619831619247
184,2018,PER,Hydrological,0.0
185,2019,PER,Hydrological,0.0
186,2020,PER,Hydrological,0.005905896338454054
187,2021,PER,Hydrological,0.012441141379442277
188,2022,PER,Hydrological,0.0
189,1960,PER,Climatological,0.0
190,1961,PER,Climatological,0.0
191,1962,PER,Climatological,0.0
192,1963,PER,Climatological,0.0
193,1964,PER,Climatological,0.0
194,1965,PER,Climatological,0.0
195,1966,PER,Climatological,0.0
196,1967,PER,Climatological,0.0
197,1968,PER,Climatological,0.0
198,1969,PER,Climatological,0.1794053760566838
199,1970,PER,Climatological,0.0
200,1971,PER,Climatological,0.0
201,1972,PER,Climatological,0.0
202,1973,PER,Climatological,0.0
203,1974,PER,Climatological,0.0
204,1975,PER,Climatological,0.0
205,1976,PER,Climatological,0.0
206,1977,PER,Climatological,0.0
207,1978,PER,Climatological,0.0
208,1979,PER,Climatological,0.0
209,1980,PER,Climatological,0.0
210,1981,PER,Climatological,0.0
211,1982,PER,Climatological,0.0
212,1983,PER,Climatological,0.0
213,1984,PER,Climatological,0.0
214,1985,PER,Climatological,0.0
215,1986,PER,Climatological,0.0
216,1987,PER,Climatological,0.0
217,1988,PER,Climatological,0.0
218,1989,PER,Climatological,0.0
219,1990,PER,Climatological,0.13530949467960565
220,1991,PER,Climatological,0.0
221,1992,PER,Climatological,0.8606222574904714
222,1993,PER,Climatological,0.0
223,1994,PER,Climatological,0.0
224,1995,PER,Climatological,0.0
225,1996,PER,Climatological,0.0
226,1997,PER,Climatological,0.0
227,1998,PER,Climatological,0.0
228,1999,PER,Climatological,0.0
229,2000,PER,Climatological,0.0
230,2001,PER,Climatological,0.0
231,2002,PER,Climatological,0.0
232,2003,PER,Climatological,0.0
233,2004,PER,Climatological,0.0
234,2005,PER,Climatological,0.0
235,2006,PER,Climatological,0.0
236,2007,PER,Climatological,0.0
237,2008,PER,Climatological,0.0
238,2009,PER,Climatological,0.0
239,2010,PER,Climatological,0.0
240,2011,PER,Climatological,0.0
241,2012,PER,Climatological,0.0
242,2013,PER,Climatological,0.0
243,2014,PER,Climatological,0.0
244,2015,PER,Climatological,0.0
245,2016,PER,Climatological,0.0
246,2017,PER,Climatological,0.0
247,2018,PER,Climatological,0.0
248,2019,PER,Climatological,0.0
249,2020,PER,Climatological,0.0
250,2021,PER,Climatological,0.0
251,2022,PER,Climatological,0.0
0,1960,USA,Geophysical,0.16457950617888947
1,1961,USA,Geophysical,0.0
2,1962,USA,Geophysical,0.0
3,1963,USA,Geophysical,0.0
4,1964,USA,Geophysical,0.07079798615999315
5,1965,USA,Geophysical,0.005897212456439281
6,1966,USA,Geophysical,0.0
7,1967,USA,Geophysical,0.0
8,1968,USA,Geophysical,0.0
9,1969,USA,Geophysical,0.0
10,1970,USA,Geophysical,0.0
11,1971,USA,Geophysical,0.07460028117765362
12,1972,USA,Geophysical,0.0
13,1973,USA,Geophysical,0.000746769760046751
14,1974,USA,Geophysical,0.0
15,1975,USA,Geophysical,9.196041347781574e-05
16,1976,USA,Geophysical,0.0
17,1977,USA,Geophysical,0.0
18,1978,USA,Geophysical,0.0
19,1979,USA,Geophysical,0.0
20,1980,USA,Geophysical,0.0431322882329882
21,1981,USA,Geophysical,0.0
22,1982,USA,Geophysical,0.0
23,1983,USA,Geophysical,0.002058989848052155
24,1984,USA,Geophysical,0.0
25,1985,USA,Geophysical,0.0
26,1986,USA,Geophysical,2.230271176519828e-05
27,1987,USA,Geophysical,0.006268679371808939
28,1988,USA,Geophysical,0.0
29,1989,USA,Geophysical,0.13728954751162445
30,1990,USA,Geophysical,0.00028993824285562905
31,1991,USA,Geophysical,0.0007345185727504085
32,1992,USA,Geophysical,0.0056532617464308595
33,1993,USA,Geophysical,0.0001457481333561781
34,1994,USA,Geophysical,0.5462144925697765
35,1995,USA,Geophysical,0.0
36,1996,USA,Geophysical,0.0
37,1997,USA,Geophysical,0.0
38,1998,USA,Geophysical,0.0
39,1999,USA,Geophysical,0.0
40,2000,USA,Geophysical,0.0006178067750226324
41,2001,USA,Geophysical,0.02380594856482543
42,2002,USA,Geophysical,0.0
43,2003,USA,Geophysical,0.0021919055237990073
44,2004,USA,Geophysical,0.0
45,2005,USA,Geophysical,0.0
46,2006,USA,Geophysical,0.0013580704427779634
47,2007,USA,Geophysical,0.0
48,2008,USA,Geophysical,0.0
49,2009,USA,Geophysical,0.0
50,2010,USA,Geophysical,0.00010239859644875839
51,2011,USA,Geophysical,0.0
52,2012,USA,Geophysical,0.0
53,2013,USA,Geophysical,0.0
54,2014,USA,Geophysical,0.004881706148207423
55,2015,USA,Geophysical,0.0
56,2016,USA,Geophysical,0.00013175324487097685
57,2017,USA,Geophysical,0.0
58,2018,USA,Geophysical,0.00299112412427095
59,2019,USA,Geophysical,0.0011487946456698076
60,2020,USA,Geophysical,0.0
61,2021,USA,Geophysical,0.0
62,2022,USA,Geophysical,0.0012177621979559657
63,1960,USA,Meteorological,0.11076915569307602
64,1961,USA,Meteorological,0.11294506749886027
65,1962,USA,Meteorological,0.0902369379333037
66,1963,USA,Meteorological,0.0
67,1964,USA,Meteorological,0.05691156226510529
68,1965,USA,Meteorological,0.33908954617849396
69,1966,USA,Meteorological,0.019197200271803085
70,1967,USA,Meteorological,0.03644735828679357
71,1968,USA,Meteorological,0.001334125143029081
72,1969,USA,Meteorological,0.2177910412429231
73,1970,USA,Meteorological,0.08675937027000787
74,1971,USA,Meteorological,0.0
75,1972,USA,Meteorological,0.26061055794132926
76,1973,USA,Meteorological,0.0055316788280678686
77,1974,USA,Meteorological,0.10016221985325471
78,1975,USA,Meteorological,0.050578176680683824
79,1976,USA,Meteorological,0.0
80,1977,USA,Meteorological,0.20735736508398478
81,1978,USA,Meteorological,0.006519685191620302
82,1979,USA,Meteorological,0.1626271435590125
83,1980,USA,Meteorological,0.14594763598743668
84,1981,USA,Meteorological,0.03816905661859608
85,1982,USA,Meteorological,0.08983787687326796
86,1983,USA,Meteorological,0.18343758705202168
87,1984,USA,Meteorological,0.08968690767259387
88,1985,USA,Meteorological,0.16598405105749406
89,1986,USA,Meteorological,0.05638813646004704
90,1987,USA,Meteorological,0.005893136678085491
91,1988,USA,Meteorological,0.0
92,1989,USA,Meteorological,0.19318600851502865
93,1990,USA,Meteorological,0.015410147278947475
94,1991,USA,Meteorological,0.05613061224402836
95,1992,USA,Meteorological,0.7092278352344149
96,1993,USA,Meteorological,0.09959507898477395
97,1994,USA,Meteorological,0.015474998311278016
98,1995,USA,Meteorological,0.23532357758895486
99,1996,USA,Meteorological,0.05489605890090824
100,1997,USA,Meteorological,0.03386612624865212
101,1998,USA,Meteorological,0.23665941783081618
102,1999,USA,Meteorological,0.18080802679445881
103,2000,USA,Meteorological,0.022928116285082945
104,2001,USA,Meteorological,0.07533153646561597
105,2002,USA,Meteorological,0.07229887227023707
106,2003,USA,Meteorological,0.1659821224297331
107,2004,USA,Meteorological,0.5675898299573234
108,2005,USA,Meteorological,1.5199506306167956
109,2006,USA,Meteorological,0.04280514451088643
110,2007,USA,Meteorological,0.05022197198943535
111,2008,USA,Meteorological,0.3798093081110257
112,2009,USA,Meteorological,0.09826231832358598
113,2010,USA,Meteorological,0.07495754882793311
114,2011,USA,Meteorological,0.3397868028103175
115,2012,USA,Meteorological,0.5808885559960314
116,2013,USA,Meteorological,0.10730162044699706
117,2014,USA,Meteorological,0.08416058691665962
118,2015,USA,Meteorological,0.1066138684346784
119,2016,USA,Meteorological,0.184785230659828
120,2017,USA,Meteorological,1.0795105694219078
121,2018,USA,Meteorological,0.23255991349444208
122,2019,USA,Meteorological,0.06505048489373158
123,2020,USA,Meteorological,0.3432729203408721
124,2021,USA,Meteorological,0.6396164523867307
125,2022,USA,Meteorological,0.5961189511434043
126,1960,USA,Hydrological,0.0
127,1961,USA,Hydrological,0.0
128,1962,USA,Hydrological,0.0
129,1963,USA,Hydrological,0.0
130,1964,USA,Hydrological,0.18666991071853456
131,1965,USA,Hydrological,0.0
132,1966,USA,Hydrological,0.0
133,1967,USA,Hydrological,0.0
134,1968,USA,Hydrological,0.0
135,1969,USA,Hydrological,0.06134959666417606
136,1970,USA,Hydrological,0.0
137,1971,USA,Hydrological,0.0
138,1972,USA,Hydrological,0.01489202377614119
139,1973,USA,Hydrological,0.05531683863489145
140,1974,USA,Hydrological,0.0
141,1975,USA,Hydrological,0.0
142,1976,USA,Hydrological,0.0033832437006046973
143,1977,USA,Hydrological,0.014811242554129671
144,1978,USA,Hydrological,0.0
145,1979,USA,Hydrological,0.0
146,1980,USA,Hydrological,0.017553840204973116
147,1981,USA,Hydrological,0.0
148,1982,USA,Hydrological,0.0014419960455539097
149,1983,USA,Hydrological,0.015762633086268824
150,1984,USA,Hydrological,0.002290079978363768
151,1985,USA,Hydrological,0.00040829020506517936
152,1986,USA,Hydrological,0.0007745608794625314
153,1987,USA,Hydrological,0.0
154,1988,USA,Hydrological,0.0
155,1989,USA,Hydrological,0.0
156,1990,USA,Hydrological,0.0010273411134130428
157,1991,USA,Hydrological,0.018637125676958067
158,1992,USA,Hydrological,0.0
159,1993,USA,Hydrological,0.23883386127697714
160,1994,USA,Hydrological,0.012744111374648627
161,1995,USA,Hydrological,0.05380795830909913
162,1996,USA,Hydrological,0.0439168453900295
163,1997,USA,Hydrological,0.11094858804493245
164,1998,USA,Hydrological,0.015119099745023753
165,1999,USA,Hydrological,3.98774647020153e-06
166,2000,USA,Hydrological,0.003533869294036195
167,2001,USA,Hydrological,0.00039279645891435676
168,2002,USA,Hydrological,0.011671515220130855
169,2003,USA,Hydrological,0.001348024480508972
170,2004,USA,Hydrological,0.005195427187545499
171,2005,USA,Hydrological,0.007015519423653275
172,2006,USA,Hydrological,0.013386060012790977
173,2007,USA,Hydrological,0.006282065055022418
174,2008,USA,Hydrological,0.08301688990058571
175,2009,USA,Hydrological,0.005695617335033933
176,2010,USA,Hydrological,0.0
177,2011,USA,Hydrological,0.05161318287837541
178,2012,USA,Hydrological,0.0013033960125351783
179,2013,USA,Hydrological,0.016506275736517962
180,2014,USA,Hydrological,0.011925309524619367
181,2015,USA,Hydrological,0.023072537704739948
182,2016,USA,Hydrological,0.0998037880292719
183,2017,USA,Hydrological,0.010725077583718736
184,2018,USA,Hydrological,0.010020268382782829
185,2019,USA,Hydrological,0.05743972224785142
186,2020,USA,Hydrological,0.013275746931903892
187,2021,USA,Hydrological,0.019991295701768275
188,2022,USA,Hydrological,0.007306573187735794
189,1960,USA,Climatological,0.0
190,1961,USA,Climatological,0.0
191,1962,USA,Climatological,0.0
192,1963,USA,Climatological,0.0
193,1964,USA,Climatological,0.0
194,1965,USA,Climatological,0.0
195,1966,USA,Climatological,0.0
196,1967,USA,Climatological,0.0
197,1968,USA,Climatological,0.0
198,1969,USA,Climatological,0.0
199,1970,USA,Climatological,0.014532546951055863
200,1971,USA,Climatological,0.0
201,1972,USA,Climatological,0.0
202,1973,USA,Climatological,0.0
203,1974,USA,Climatological,0.0
204,1975,USA,Climatological,0.0
205,1976,USA,Climatological,0.0
206,1977,USA,Climatological,0.0
207,1978,USA,Climatological,0.0
208,1979,USA,Climatological,0.0
209,1980,USA,Climatological,0.0
210,1981,USA,Climatological,0.0
211,1982,USA,Climatological,0.0
212,1983,USA,Climatological,0.0
213,1984,USA,Climatological,0.0
214,1985,USA,Climatological,0.0
215,1986,USA,Climatological,0.0
216,1987,USA,Climatological,0.0
217,1988,USA,Climatological,0.0
218,1989,USA,Climatological,0.0
219,1990,USA,Climatological,0.0
220,1991,USA,Climatological,0.08408629565765001
221,1992,USA,Climatological,0.003597532890395144
222,1993,USA,Climatological,0.01943318356977847
223,1994,USA,Climatological,3.641367001873805e-05
224,1995,USA,Climatological,0.0
225,1996,USA,Climatological,0.0
226,1997,USA,Climatological,3.776319150562121e-05
227,1998,USA,Climatological,0.004001861355227286
228,1999,USA,Climatological,0.015846706688954413
229,2000,USA,Climatological,0.044482225940243536
230,2001,USA,Climatological,0.0
231,2002,USA,Climatological,0.04069591324007122
232,2003,USA,Climatological,0.03835836388896651
233,2004,USA,Climatological,0.0
234,2005,USA,Climatological,0.0009605940795472759
235,2006,USA,Climatological,0.0005975539883922877
236,2007,USA,Climatological,0.026879978553299967
237,2008,USA,Climatological,0.01744666256594371
238,2009,USA,Climatological,0.0008551967814229408
239,2010,USA,Climatological,0.0
240,2011,USA,Climatological,0.07337674226984635
241,2012,USA,Climatological,0.15580850504749538
242,2013,USA,Climatological,0.005135288605779972
243,2014,USA,Climatological,0.016039889212106858
244,2015,USA,Climatological,0.04375780470281076
245,2016,USA,Climatological,0.009881563599143878
246,2017,USA,Climatological,0.11166698145652926
247,2018,USA,Climatological,0.15374378512047712
248,2019,USA,Climatological,0.00933395210547514
249,2020,USA,Climatological,0.09045015130401897
250,2021,USA,Climatological,0.09014498796410533
251,2022,USA,Climatological,0.10865361435042308
0,1960,IRN,Geophysical,0.39400071481923954
1,1961,IRN,Geophysical,0.0
2,1962,IRN,Geophysical,0.4850595300777132
3,1963,IRN,Geophysical,0.0
4,1964,IRN,Geophysical,0.0
5,1965,IRN,Geophysical,0.0
6,1966,IRN,Geophysical,0.0
7,1967,IRN,Geophysical,0.0
8,1968,IRN,Geophysical,0.26247682455350274
9,1969,IRN,Geophysical,0.0
10,1970,IRN,Geophysical,0.04078032046788248
11,1971,IRN,Geophysical,0.0
12,1972,IRN,Geophysical,0.0036356883329060996
13,1973,IRN,Geophysical,0.0
14,1974,IRN,Geophysical,0.0
15,1975,IRN,Geophysical,0.0
16,1976,IRN,Geophysical,0.0
17,1977,IRN,Geophysical,0.0
18,1978,IRN,Geophysical,0.10261871616978936
19,1979,IRN,Geophysical,0.0
20,1980,IRN,Geophysical,0.014131696222714296
21,1981,IRN,Geophysical,2.275013288313622
22,1982,IRN,Geophysical,0.0
23,1983,IRN,Geophysical,0.015103755593996699
24,1984,IRN,Geophysical,0.0
25,1985,IRN,Geophysical,0.0
26,1986,IRN,Geophysical,0.0
27,1987,IRN,Geophysical,0.0
28,1988,IRN,Geophysical,0.0
29,1989,IRN,Geophysical,0.0
30,1990,IRN,Geophysical,9.825677107336176
31,1991,IRN,Geophysical,0.0
32,1992,IRN,Geophysical,0.0
33,1993,IRN,Geophysical,0.0
34,1994,IRN,Geophysical,0.0013060433673105969
35,1995,IRN,Geophysical,0.0
36,1996,IRN,Geophysical,0.0
37,1997,IRN,Geophysical,0.16078801742163398
38,1998,IRN,Geophysical,0.0
39,1999,IRN,Geophysical,0.0
40,2000,IRN,Geophysical,0.0
41,2001,IRN,Geophysical,0.0
42,2002,IRN,Geophysical,0.17132626205062385
43,2003,IRN,Geophysical,0.2681388568430427
44,2004,IRN,Geophysical,0.07916618031367853
45,2005,IRN,Geophysical,0.035976452019845236
46,2006,IRN,Geophysical,0.017534946993975207
47,2007,IRN,Geophysical,0.0
48,2008,IRN,Geophysical,0.0
49,2009,IRN,Geophysical,0.0
50,2010,IRN,Geophysical,0.0
51,2011,IRN,Geophysical,0.0
52,2012,IRN,Geophysical,0.15911503752169096
53,2013,IRN,Geophysical,0.19108986470715913
54,2014,IRN,Geophysical,0.013433271788285107
55,2015,IRN,Geophysical,0.0
56,2016,IRN,Geophysical,0.0
57,2017,IRN,Geophysical,0.19408328119530088
58,2018,IRN,Geophysical,0.005224551794312585
59,2019,IRN,Geophysical,0.023721701143305605
60,2020,IRN,Geophysical,0.0
61,2021,IRN,Geophysical,0.04021836045934031
62,2022,IRN,Geophysical,0.030428959793051318
63,1960,IRN,Meteorological,0.0
64,1961,IRN,Meteorological,0.0
65,1962,IRN,Meteorological,0.0
66,1963,IRN,Meteorological,0.0
67,1964,IRN,Meteorological,0.0
68,1965,IRN,Meteorological,0.0
69,1966,IRN,Meteorological,0.0
70,1967,IRN,Meteorological,0.0
71,1968,IRN,Meteorological,0.0
72,1969,IRN,Meteorological,0.0
73,1970,IRN,Meteorological,0.0
74,1971,IRN,Meteorological,0.0
75,1972,IRN,Meteorological,0.0
76,1973,IRN,Meteorological,0.0
77,1974,IRN,Meteorological,0.0
78,1975,IRN,Meteorological,0.0
79,1976,IRN,Meteorological,0.0
80,1977,IRN,Meteorological,0.0
81,1978,IRN,Meteorological,0.0
82,1979,IRN,Meteorological,0.0
83,1980,IRN,Meteorological,0.0
84,1981,IRN,Meteorological,0.0
85,1982,IRN,Meteorological,0.0
86,1983,IRN,Meteorological,0.0
87,1984,IRN,Meteorological,0.0
88,1985,IRN,Meteorological,0.0
89,1986,IRN,Meteorological,0.0
90,1987,IRN,Meteorological,0.0
91,1988,IRN,Meteorological,0.0
92,1989,IRN,Meteorological,0.0
93,1990,IRN,Meteorological,0.0
94,1991,IRN,Meteorological,0.0
95,1992,IRN,Meteorological,0.0
96,1993,IRN,Meteorological,0.014115061241785673
97,1994,IRN,Meteorological,0.0
98,1995,IRN,Meteorological,0.0
99,1996,IRN,Meteorological,0.01076687843897231
100,1997,IRN,Meteorological,0.0
101,1998,IRN,Meteorological,0.0
102,1999,IRN,Meteorological,0.0
103,2000,IRN,Meteorological,0.0
104,2001,IRN,Meteorological,0.0
105,2002,IRN,Meteorological,0.0
106,2003,IRN,Meteorological,0.0
107,2004,IRN,Meteorological,0.00011519585009461536
108,2005,IRN,Meteorological,0.0
109,2006,IRN,Meteorological,0.0
110,2007,IRN,Meteorological,0.0
111,2008,IRN,Meteorological,0.0
112,2009,IRN,Meteorological,0.0
113,2010,IRN,Meteorological,0.0
114,2011,IRN,Meteorological,0.0
115,2012,IRN,Meteorological,0.0
116,2013,IRN,Meteorological,0.0
117,2014,IRN,Meteorological,0.0
118,2015,IRN,Meteorological,0.0
119,2016,IRN,Meteorological,0.0
120,2017,IRN,Meteorological,0.0
121,2018,IRN,Meteorological,0.0
122,2019,IRN,Meteorological,0.0
123,2020,IRN,Meteorological,0.0
124,2021,IRN,Meteorological,0.0
125,2022,IRN,Meteorological,0.0
126,1960,IRN,Hydrological,0.0
127,1961,IRN,Hydrological,0.0
128,1962,IRN,Hydrological,0.0
129,1963,IRN,Hydrological,0.0
130,1964,IRN,Hydrological,0.0
131,1965,IRN,Hydrological,0.0
132,1966,IRN,Hydrological,0.0
133,1967,IRN,Hydrological,0.0
134,1968,IRN,Hydrological,0.0
135,1969,IRN,Hydrological,0.0
136,1970,IRN,Hydrological,0.0
137,1971,IRN,Hydrological,0.0
138,1972,IRN,Hydrological,0.0
139,1973,IRN,Hydrological,0.0
140,1974,IRN,Hydrological,0.0
141,1975,IRN,Hydrological,0.0
142,1976,IRN,Hydrological,0.0
143,1977,IRN,Hydrological,0.0
144,1978,IRN,Hydrological,0.0
145,1979,IRN,Hydrological,0.0
146,1980,IRN,Hydrological,0.0
147,1981,IRN,Hydrological,0.0
148,1982,IRN,Hydrological,0.0
149,1983,IRN,Hydrological,0.0
150,1984,IRN,Hydrological,0.0
151,1985,IRN,Hydrological,0.0
152,1986,IRN,Hydrological,2.5586531623588553
153,1987,IRN,Hydrological,0.0
154,1988,IRN,Hydrological,0.23847529490149136
155,1989,IRN,Hydrological,0.00285829841326533
156,1990,IRN,Hydrological,0.09238076826593422
